method	path	clients	sources
POST	/api/v1/bookings/admin/venue-rooms	api	frontend\src\services\endpoints.js:600
POST	/api/v1/bookings/admin/venue-rooms/{}/approve	api	frontend\src\services\endpoints.js:605
POST	/api/v1/bookings/admin/venue-rooms/{}/blocks	api	frontend\src\services\endpoints.js:611
POST	/api/v1/bookings/admin/venue-rooms/{}/reject	api	frontend\src\services\endpoints.js:606
POST	/api/v1/bookings/analytics/funnel	sendbeacon/fetch	frontend\src\services\analytics.js:76
POST	/api/v1/bookings/notifications/{}/read	api	frontend\src\services\endpoints.js:293
POST	/api/v1/bookings/notifications/{}/reply	api	frontend\src\services\endpoints.js:295
POST	/api/v1/bookings/notifications/attachment	api	frontend\src\services\endpoints.js:278
POST	/api/v1/bookings/notifications/contact-support	api	frontend\src\services\endpoints.js:296
POST	/api/v1/bookings/notifications/read-all	api	frontend\src\services\endpoints.js:294
POST	/api/v1/bookings/recurring	api	frontend\src\services\endpoints.js:145
POST	/api/v1/bookings/slot-holds	api	frontend\src\services\endpoints.js:196
POST	/api/v1/bookings/waitlist	api	frontend\src\services\endpoints.js:152
POST	/api/v1/bookings/waitlist/admin/{}/offer	api	frontend\src\services\endpoints.js:583
POST	/api/v1/booking-transfers/by-token/{}/accept	api	frontend\src\services\endpoints.js:138
POST	/api/v1/booking-transfers/by-token/{}/decline	api	frontend\src\services\endpoints.js:139
POST	/api/v1/notifications/admin/{}/retry	api	frontend\src\services\endpoints.js:644
POST	/api/v1/notifications/admin/retry-failed	api	frontend\src\services\endpoints.js:253;frontend\src\services\endpoints.js:439
POST	/api/v1/notifications/admin/templates	api	frontend\src\services\endpoints.js:256
POST	/api/v1/notifications/admin/templates/activate	api	frontend\src\services\endpoints.js:257
POST	/api/v1/notifications/admin/whatsapp-templates	api	frontend\src\services\endpoints.js:262
POST	/api/v1/notifications/push/subscribe	api	frontend\src\services\endpoints.js:249
POST	/api/v1/notifications/push/test	api	frontend\src\services\endpoints.js:251
POST	/api/v1/notifications/push/unsubscribe	api	frontend\src\services\endpoints.js:250
POST	/api/v1/payments/admin/add-payment	api	frontend\src\services\endpoints.js:358
POST	/api/v1/payments/admin/approvals/{}/approve	api	frontend\src\services\endpoints.js:462
POST	/api/v1/payments/admin/approvals/{}/cancel	api	frontend\src\services\endpoints.js:464
POST	/api/v1/payments/admin/approvals/{}/execute-refund-retry	api	frontend\src\services\endpoints.js:465
POST	/api/v1/payments/admin/approvals/{}/reject	api	frontend\src\services\endpoints.js:463
POST	/api/v1/payments/admin/record-cash	api	frontend\src\services\endpoints.js:357
POST	/api/v1/payments/admin/refund	api	frontend\src\services\endpoints.js:353
POST	/api/v1/payments/admin/refunds/{}/retry	api	frontend\src\services\endpoints.js:473
POST	/api/v1/payments/admin/simulate/{}	api	frontend\src\services\endpoints.js:356
POST	/api/v1/payments/callback	api	frontend\src\services\endpoints.js:302
POST	/api/v1/payments/cancel/{}	api	frontend\src\services\endpoints.js:305
POST	/api/v1/payments/initiate	api	frontend\src\services\endpoints.js:301
POST	/api/v2/loyalty/admin/bindings/{}/disable	v2	frontend\src\services\loyaltyV2.js:114
POST	/api/v2/loyalty/admin/bindings/{}/earn-rules	v2	frontend\src\services\loyaltyV2.js:120
POST	/api/v2/loyalty/admin/bindings/{}/enable	v2	frontend\src\services\loyaltyV2.js:111
POST	/api/v2/loyalty/admin/bindings/{}/perks	v2	frontend\src\services\loyaltyV2.js:129
POST	/api/v2/loyalty/admin/bindings/{}/redeem-rule	v2	frontend\src\services\loyaltyV2.js:126
POST	/api/v2/loyalty/admin/enrollments	v2	frontend\src\services\loyaltyV2.js:104
POST	/api/v2/loyalty/admin/goodwill/{}	v2	frontend\src\services\loyaltyV2.js:217
POST	/api/v2/loyalty/admin/status-match/{}/approve	v2	frontend\src\services\loyaltyV2.js:135
POST	/api/v2/loyalty/admin/status-match/{}/reject	v2	frontend\src\services\loyaltyV2.js:138
POST	/api/v2/loyalty/me/status-match	v2	frontend\src\services\loyaltyV2.js:95
POST	/api/v2/loyalty/super-admin/bindings/{}/goodwill-settings	v2	frontend\src\services\loyaltyV2.js:211
POST	/api/v2/loyalty/super-admin/bindings/bulk	v2	frontend\src\services\loyaltyV2.js:191
POST	/api/v2/loyalty/super-admin/country-configs	v2	frontend\src\services\loyaltyV2.js:201
POST	/api/v2/loyalty/super-admin/customers/{}/adjust	v2	frontend\src\services\loyaltyV2.js:146
POST	/api/v2/loyalty/super-admin/perks	v2	frontend\src\services\loyaltyV2.js:179
POST	/api/v2/loyalty/super-admin/tier-perks	v2	frontend\src\services\loyaltyV2.js:182
POST	/api/v2/loyalty/super-admin/tiers	v2	frontend\src\services\loyaltyV2.js:170
PUT	/api/v1/auth/admin/admins/{}	api	frontend\src\services\endpoints.js:60
PUT	/api/v1/auth/admin/customer/{}	api	frontend\src\services\endpoints.js:58
PUT	/api/v1/auth/change-email	api	frontend\src\services\endpoints.js:40
PUT	/api/v1/auth/change-password	api	frontend\src\services\endpoints.js:38
PUT	/api/v1/auth/change-phone	api	frontend\src\services\endpoints.js:48
PUT	/api/v1/auth/complete-profile	api	frontend\src\services\endpoints.js:37
PUT	/api/v1/auth/profile	api	frontend\src\services\endpoints.js:39
PUT	/api/v1/auth/profile/preferences	api	frontend\src\services\endpoints.js:35
PUT	/api/v1/bookings/admin/addon-categories/{}	api	frontend\src\services\endpoints.js:390
PUT	/api/v1/bookings/admin/addon-categories/global/{}	api	frontend\src\services\endpoints.js:396
PUT	/api/v1/bookings/admin/add-ons/{}	api	frontend\src\services\endpoints.js:372
PUT	/api/v1/bookings/admin/binges/{}	api	frontend\src\services\endpoints.js:501
PUT	/api/v1/bookings/admin/binges/{}/access/{}	api	frontend\src\services\endpoints.js:537
PUT	/api/v1/bookings/admin/binges/{}/cancellation-policy	api	frontend\src\services\endpoints.js:574
PUT	/api/v1/bookings/admin/binges/{}/cancellation-tiers	api	frontend\src\services\endpoints.js:571
PUT	/api/v1/bookings/admin/binges/{}/customer-about	api	frontend\src\services\endpoints.js:521
PUT	/api/v1/bookings/admin/binges/{}/customer-dashboard	api	frontend\src\services\endpoints.js:519
PUT	/api/v1/bookings/admin/binges/{}/site-content/{}	api	frontend\src\services\endpoints.js:185
PUT	/api/v1/bookings/admin/event-categories/{}	api	frontend\src\services\endpoints.js:378
PUT	/api/v1/bookings/admin/event-categories/global/{}	api	frontend\src\services\endpoints.js:384
PUT	/api/v1/bookings/admin/event-types/{}	api	frontend\src\services\endpoints.js:366
PUT	/api/v1/bookings/admin/pricing/rate-codes/{}	api	frontend\src\services\endpoints.js:479
PUT	/api/v1/bookings/admin/pricing/surge-rules/{}	api	frontend\src\services\endpoints.js:616
PUT	/api/v1/bookings/admin/taxes/{}	api	frontend\src\services\endpoints.js:211
PUT	/api/v1/bookings/admin/venue-rooms/{}	api	frontend\src\services\endpoints.js:601
PUT	/api/v1/notifications/admin/whatsapp-templates/{}	api	frontend\src\services\endpoints.js:263
PUT	/api/v1/notifications/preferences	api	frontend\src\services\endpoints.js:246
PUT	/api/v1/site-content/admin/{}	api	frontend\src\services\endpoints.js:313
PUT	/api/v2/loyalty/super-admin/program	v2	frontend\src\services\loyaltyV2.js:164
